"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"RsSimulx","RsSimulx","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.1",NA,"R (>= 3.0.0), ggplot2","gridExtra, utils, stats, grDevices",NA,"testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rstan","rstan","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.21.2",NA,"R (>= 3.4.0), StanHeaders (>= 2.21.0), ggplot2 (>= 3.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), RcppParallel (>= 5.0.1), loo (>= 2.3.0), pkgbuild,
withr, V8","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>=
1.72.0-2), StanHeaders (>= 2.21.0), RcppParallel","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.72.0-2), parallel,
KernSmooth, shinystan (>= 2.3.0), bayesplot (>= 1.5.0),
rmarkdown, rstantools, rstudioapi, Matrix, knitr (>= 1.15.1)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"rstanarm","rstanarm","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.21.1",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.7.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.1.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), rstan (>=
2.21.1), rstantools (>= 2.1.0), shinystan (>= 2.3.0), stats,
survival (>= 2.40.1), RcppParallel (>= 5.0.1), utils","StanHeaders (>= 2.21.0), rstan (>= 2.21.1), BH (>=
1.72.0-2), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
RcppParallel (>= 5.0.1)","betareg, data.table (>= 1.10.0), digest, gridExtra, HSAUR3,
knitr (>= 1.15.1), MASS, mgcv (>= 1.8-13), rmarkdown, roxygen2,
StanHeaders (>= 2.21.0), testthat (>= 1.0.2)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"rstantools","rstantools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.1.1",NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)",NA,"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 6.0.1), rmarkdown,
rstudioapi",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"rstatix","rstatix","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.7.0",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"rstudioapi","rstudioapi","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.13",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"Rtsne","Rtsne","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.15",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","irlba, testthat",NA,"file LICENSE","yes",NA,NA,NA,"yes","4.1.0"
"Rttf2pt1","Rttf2pt1","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.3.9",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.1.0"
"rversions","rversions","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.1.1",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rvest","rvest","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.1",NA,"R (>= 3.2)","httr (>= 0.5), lifecycle (>= 1.0.0), magrittr, rlang (>=
0.4.10), selectr, tibble, xml2 (>= 1.3)",NA,"covr, glue, knitr, readr, rmarkdown, repurrrsive, spelling,
stringi (>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rvg","rvg","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.5",NA,"R (>= 3.0)","grDevices, Rcpp (>= 0.12.12), officer (>= 0.3.6), gdtools (>=
0.2.1), xml2 (>= 1.0.0), rlang","Rcpp, gdtools","rmarkdown, htmltools, testthat, covr, grid, knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"Rwave","Rwave","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.5-0",NA,"R (>= 2.14)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"RxODE","RxODE","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.9",NA,"R (>= 4.0.0)","PreciseSums (>= 0.3), Rcpp (>= 0.12.3), assertthat, backports,
checkmate, cli (>= 2.0.0), dparser (>= 0.1.8), ggplot2, inline,
lotri (>= 0.3.0), magrittr, memoise, methods, rex, qs, sys,
tools, utils","dparser (>= 1.3.1-0), PreciseSums (>= 0.3), RcppEigen (>=
0.3.3.3.0), RcppArmadillo (>= 0.9.300.2.0), sitmo, StanHeaders
(>= 2.21.0), BH","spelling, Matrix, DT, covr, crayon, curl, data.table (>=
1.12.4), digest, dplyr (>= 0.8.0), ggrepel, gridExtra,
htmltools, knitr, learnr, microbenchmark, nlme, remotes, rlang,
rmarkdown, scales, shiny, stringi, symengine, testthat, tidyr,
usethis, vdiffr, xgxr, pillar, tibble, units (>= 0.6-0),
rsconnect, devtools, patchwork",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"sandwich","sandwich","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.0-1",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.0"
"sass","sass","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.0",NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"scales","scales","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), testthat (>=
2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"scam","scam","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2-11",NA,"R (>= 2.15.0), mgcv (>= 1.8-2)","methods, stats, graphics, Matrix, splines",NA,"nlme",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"selectr","selectr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.1.0"
"sessioninfo","sessioninfo","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.1",NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"sfsmisc","sfsmisc","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1-11",NA,"R (>= 3.3.0)","grDevices, methods, utils, stats, tools",NA,"datasets, tcltk, cluster, lattice, MASS, Matrix, nlme, lokern","mgcv, rpart, nor1mix, polycor, sm, tikzDevice, e1071, Hmisc,
gmp, pastecs, polynom, robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"shape","shape","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4.6",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"SHELF","SHELF","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.8.0",NA,"R (>= 3.5.0)","ggplot2, grid, shiny, stats, graphics, tidyr, MASS, ggExtra,
gridExtra, scales, rmarkdown, grDevices, shinyMatrix, utils,
ggridges, Hmisc",NA,"testthat, knitr, GGally",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.0"
"shiny","shiny","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.6.0",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest (>= 0.6.25), htmltools (>=
0.5.0.9001), R6 (>= 2.0), sourcetools, later (>= 1.0.0),
promises (>= 1.1.0), tools, crayon, rlang (>= 0.4.9), fastmap
(>= 1.0.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib
(>= 0.2.2.9002), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 2.1.1), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, shinytest (>= 1.4.0.9003), yaml, future, dygraphs,
ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shiny.worker","shiny.worker","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.0.1",NA,NA,"future, shiny, R6",NA,"testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinycssloaders","shinycssloaders","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.0",NA,"R (>= 3.1)","digest, glue, grDevices, shiny",NA,"shinydisconnect, shinyjs",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinydashboard","shinydashboard","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.7.1",NA,"R (>= 3.0)","utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinydashboardPlus","shinydashboardPlus","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.2",NA,NA,"shiny, htmltools, shinydashboard, fresh, waiter, lifecycle",NA,"styler (>= 1.2.0), shinyAce, shinyWidgets, shinyEffects,
shinyjqui, knitr, rmarkdown, jsonlite",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinyjs","shinyjs","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, shinydisconnect,
testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinyMatrix","shinyMatrix","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.0",NA,"R (>= 3.5)","shiny, jsonlite",NA,"testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinystan","shinystan","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.5.0",NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"shinythemes","shinythemes","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.0",NA,"R (>= 3.0.0)","shiny (>= 0.11)",NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinyWidgets","shinyWidgets","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.0",NA,"R (>= 3.1.0)","bslib, sass, shiny (>= 0.14), htmltools, jsonlite, grDevices",NA,"shinydashboard, testthat, covr, shinydashboardPlus (>=
2.0.0), bs4Dash, argonR, argonDash, tablerDash, ggplot2, DT,
scales",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"sitmo","sitmo","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.1",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.13)","Rcpp","knitr, rmarkdown, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"skimr","skimr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.1.3",NA,"R (>= 3.1.2)","cli, crayon, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>=
1.5), purrr, repr, rlang (>= 0.3.1), stats, stringr (>= 1.1),
tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect (>= 1.0.0),
vctrs, withr",NA,"covr, data.table, dtplyr, extrafont, lubridate, rmarkdown,
sf, testthat (>= 2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"slam","slam","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1-48",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"slider","slider","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.2",NA,"R (>= 3.3.0)","ellipsis (>= 0.3.1), glue, rlang (>= 0.4.5), vctrs (>= 0.3.6),
warp","vctrs (>= 0.3.6)","covr, dplyr (>= 1.0.0), knitr, lubridate, rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"snow","snow","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4-3",NA,"R (>= 2.13.1), utils",NA,NA,"Rmpi,rlecuyer,nws",NA,"GPL",NA,NA,NA,NA,"no","4.1.0"
"snowfall","snowfall","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.84-6.1",NA,"R (>= 2.10), snow",NA,NA,"Rmpi",NA,"GPL",NA,NA,NA,NA,"no","4.1.0"
"sodium","sodium","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1",NA,NA,NA,NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"sourcetools","sourcetools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.7",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"sp","sp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4-5",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"spam","spam","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.7-0",NA,"R (>= 3.1), dotCall64, grid, methods",NA,NA,"spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"SparseM","SparseM","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"splines2","splines2","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.3",NA,"R (>= 3.2.3)","Rcpp, stats","Rcpp, RcppArmadillo","knitr, rmarkdown, tinytest",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"SQUAREM","SQUAREM","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"stabledist","stabledist","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.7-1",NA,"R (>= 3.1.0)","stats",NA,"Matrix, fBasics, FMStable, RUnit, Rmpfr, sfsmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"StanHeaders","StanHeaders","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.21.0-7",NA,"R (>= 3.4.0)","RcppParallel (>= 5.0.1)","RcppEigen, RcppParallel (>= 5.0.1)","Rcpp, BH, knitr (>= 1.15.1), rmarkdown, Matrix, methods,
rstan",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"statmod","statmod","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4.36",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"stringfish","stringfish","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.15.2",NA,"R (>= 3.0.2)","Rcpp, RcppParallel","Rcpp (>= 0.12.18.3), RcppParallel","qs, knitr, rmarkdown, usethis",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"stringi","stringi","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.7.3",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.1.0"
"stringr","stringr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4.0",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"striprtf","striprtf","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.2",NA,"R (>= 3.0)","magrittr, Rcpp, stringr, utils","Rcpp","testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"summarytools","summarytools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.9.9",NA,"R (>= 2.10)","base64enc, checkmate, dplyr, grDevices, htmltools, lubridate,
magick, matrixStats, methods, pander, pryr, rapportools, stats,
tcltk, tibble, tidyr, utils",NA,"forcats, kableExtra, knitr, magrittr, rmarkdown, rstudioapi",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"SuppDists","SuppDists","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1-9.5",NA,"R (>= 3.3.0)",NA,NA,"RcppZiggurat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"survcomp","survcomp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.42.0",NA,"survival, prodlim, R (>= 3.4)","ipred, SuppDists, KernSmooth, survivalROC, bootstrap, grid,
rmeta, stats, graphics",NA,"Hmisc, CPE, clinfun, xtable, Biobase, BiocManager",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.1.0"
"survey","survey","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.1-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.0"
"survivalROC","survivalROC","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.3",NA,"R (>= 1.6.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.1.0"
"survminer","survminer","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.9",NA,"ggplot2, ggpubr(>= 0.1.6)","grid, gridExtra (>= 2.0), magrittr, maxstat, methods, scales,
survival, stats, broom, dplyr, tidyr, survMisc, purrr, tibble,
rlang, ggtext (>= 0.1.0)",NA,"knitr, flexsurv, cmprsk, markdown, testthat, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"survMisc","survMisc","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.5",NA,"survival","graphics, grDevices, stats, utils, knitr, KMsurv, ggplot2,
data.table, zoo, grid, gridExtra, km.ci, xtable",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"svd","svd","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5",NA,NA,"methods",NA,"testthat (>= 0.7)",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"svglite","svglite","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.0",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"svUnit","svUnit","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.6",NA,"R (>= 1.9.0)","utils",NA,"svGUI, datasets, XML, RUnit, knitr, markdown, covr, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"swagger","swagger","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.33.1",NA,NA,NA,NA,"jsonlite, plumber, testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"swirl","swirl","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.4.5",NA,"R (>= 3.1.0)","stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods",NA,"stringi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"symengine","symengine","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.5",NA,"R (>= 3.6)","methods, Rcpp","Rcpp","crayon, pracma, odeintr, testthat (>= 2.1.0), knitr,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"sys","sys","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.4",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"systemfonts","systemfonts","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.2",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tableone","tableone","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.13.0",NA,NA,"survey, MASS, e1071, zoo, gmodels, nlme, labelled",NA,"survival, testthat, Matrix, Matching, reshape2, ggplot2,
knitr, geepack, lme4, lmerTest, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"targets","targets","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.0",NA,"R (>= 3.5.0)","callr (>= 3.4.3), cli (>= 2.0.2), codetools (>= 0.2.16),
data.table (>= 1.12.8), digest (>= 0.6.25), igraph (>= 1.2.5),
R6 (>= 2.4.1), rlang (>= 0.4.10), stats, tibble (>= 3.0.1),
tidyselect (>= 1.1.0), tools, utils, vctrs (>= 0.2.4), withr
(>= 2.1.2), yaml (>= 2.2.1)",NA,"arrow (>= 3.0.0), aws.s3 (>= 0.3.21), bs4Dash (>= 0.5.0),
clustermq (>= 0.8.95.1), curl (>= 4.3), DT (>= 0.14), dplyr (>=
1.0.0), fst (>= 0.9.2), future (>= 1.19.1), future.callr (>=
0.6.0), gt (>= 0.2.2), keras (>= 2.2.5.0), knitr (>= 1.30),
markdown (>= 1.1), rmarkdown (>= 2.4), pingr (>= 2.0.1),
pkgload (>= 1.1.0), qs (>= 0.24.1), rstudioapi (>= 0.11), shiny
(>= 1.5.0), shinybusy (>= 0.2.2), shinyWidgets (>= 0.5.4),
testthat (>= 3.0.0), torch (>= 0.1.0), usethis (>= 1.6.3),
visNetwork (>= 2.0.9)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"TeachingDemos","TeachingDemos","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.12",NA,"R (>= 2.10)",NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.0"
"tensorA","tensorA","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.36.2",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"testthat","testthat","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.0.4",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 2.2.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 0.4.9), utils, waldo (>=
0.2.4), withr (>= 2.3.0)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tgp","tgp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.4-17",NA,"R (>= 2.14.0)","maptree",NA,"MASS",NA,"LGPL",NA,NA,NA,NA,"yes","4.1.0"
"TH.data","TH.data","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0-10",NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"thematic","thematic","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.2.1",NA,"R (>= 3.0.0)","utils, graphics, grDevices, grid, farver, rlang, scales,
rstudioapi (>= 0.8), rappdirs, ggplot2 (>= 3.3.0)",NA,"lattice, stats, withr, sysfonts, showtext, Cairo,
systemfonts, ragg, knitr, rmarkdown, htmltools, shiny (>=
1.5.0), bslib, testthat, gganimate, vdiffr (>= 1.0.0), svglite,
jsonlite, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"threejs","threejs","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.3",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,"maps","knitr, shiny","MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
